object_id,bundle_id,section_code,crc32,table_id,page_number,row_count,column_count,cell_count,text_element_count,line_element_count,frame_element_count,bbox_area,layout_signature,layout_signature_source,content_sha1
1724_25,doc_984f5a08,АР,984F5A08,tbl_1_1,1,2,3,2,2,7,0,9296.78,2b31a4437e93cdfa205f1fd99df15ece0d21de8d,rows:2|cols:3|cells:2|text:2|lines:7|frames:0|size:336.8x27.6,2b6346809c816faa519fa0b65122f5420979d0bd
1724_25,doc_984f5a08,АР,984F5A08,tbl_2_1,2,2,3,2,2,7,0,9296.78,2b31a4437e93cdfa205f1fd99df15ece0d21de8d,rows:2|cols:3|cells:2|text:2|lines:7|frames:0|size:336.8x27.6,2b6346809c816faa519fa0b65122f5420979d0bd
1724_25,doc_984f5a08,АР,984F5A08,tbl_3_1,3,7,3,21,11,12,1,66583.05,5cec60322071b6aedc7276621b270c4bcddb57a3,rows:7|cols:3|cells:21|text:11|lines:12|frames:1|size:494.6x134.6,7e333200c9530edf71b361e7b024b4b1306332a6
1724_25,doc_984f5a08,АР,984F5A08,tbl_4_1,4,11,6,44,40,21,1,196500.32,44462779ede31506fdf1b4d0626e387e4cda8745,rows:11|cols:6|cells:44|text:40|lines:21|frames:1|size:497.2x395.2,5adf10756609caf15c11c208e512238c5505102b
1724_25,doc_984f5a08,АР,984F5A08,tbl_8_1,8,69,11,55,2,88,1,81622.86,0fe3764b9c9c944ad4870ca155558a1efcb35223,rows:69|cols:11|cells:55|text:2|lines:88|frames:1|size:155.7x524.4,f74760a5c818b665bb18c0cc75299abbcd9880ed
1724_25,doc_a624e984,КР,A624E984,tbl_1_1,1,2,3,2,2,7,0,9296.78,2b31a4437e93cdfa205f1fd99df15ece0d21de8d,rows:2|cols:3|cells:2|text:2|lines:7|frames:0|size:336.8x27.6,2b6346809c816faa519fa0b65122f5420979d0bd
1724_25,doc_a624e984,КР,A624E984,tbl_2_1,2,2,3,2,2,7,0,9296.78,2b31a4437e93cdfa205f1fd99df15ece0d21de8d,rows:2|cols:3|cells:2|text:2|lines:7|frames:0|size:336.8x27.6,2b6346809c816faa519fa0b65122f5420979d0bd
1724_25,doc_a624e984,КР,A624E984,tbl_3_1,3,8,3,24,11,13,1,75382.36,a8dc5168fa86f5b10c95b1ac591dd834de0393da,rows:8|cols:3|cells:24|text:11|lines:13|frames:1|size:494.6x152.4,53df78d309fb73c047c95e53b570b27391f90e28
1724_25,doc_a624e984,КР,A624E984,tbl_4_1,4,11,6,44,40,21,1,196500.32,44462779ede31506fdf1b4d0626e387e4cda8745,rows:11|cols:6|cells:44|text:40|lines:21|frames:1|size:497.2x395.2,5adf10756609caf15c11c208e512238c5505102b
1724_25,doc_a624e984,КР,A624E984,tbl_5_1,5,7,2,12,15,13,1,46908.86,111c60d9fa3b0b7d0636ee3f9c8f07d350ed2c73,rows:7|cols:2|cells:12|text:15|lines:13|frames:1|size:441.1x106.3,521dc81fb4c10bc27141e74c44053d70c06acce9
1724_25,doc_a624e984,КР,A624E984,tbl_9_1,9,61,15,50,2,98,1,77479.15,2f210b5e98c5af56e867641684cd2564956f2c1e,rows:61|cols:15|cells:50|text:2|lines:98|frames:1|size:155.6x497.8,bf3904baaa7ea57abb54c2ae27fb5cfad88c4530
1724_25,doc_34536dc1,ПОКР,34536DC1,tbl_1_1,1,2,3,2,2,7,0,9296.78,2b31a4437e93cdfa205f1fd99df15ece0d21de8d,rows:2|cols:3|cells:2|text:2|lines:7|frames:0|size:336.8x27.6,2b6346809c816faa519fa0b65122f5420979d0bd
1724_25,doc_34536dc1,ПОКР,34536DC1,tbl_2_1,2,2,3,2,2,7,0,9296.78,2b31a4437e93cdfa205f1fd99df15ece0d21de8d,rows:2|cols:3|cells:2|text:2|lines:7|frames:0|size:336.8x27.6,2b6346809c816faa519fa0b65122f5420979d0bd
1724_25,doc_34536dc1,ПОКР,34536DC1,tbl_3_1,3,8,3,24,13,13,1,75382.36,4d89bc82f8a689090fbbde5daa46b89f5a6d1fa1,rows:8|cols:3|cells:24|text:13|lines:13|frames:1|size:494.6x152.4,6e78fa2080b7215dcada273d6731ff82988b12cb
1724_25,doc_34536dc1,ПОКР,34536DC1,tbl_4_1,4,11,6,44,40,21,1,196500.32,44462779ede31506fdf1b4d0626e387e4cda8745,rows:11|cols:6|cells:44|text:40|lines:21|frames:1|size:497.2x395.2,5adf10756609caf15c11c208e512238c5505102b
1724_25,doc_34536dc1,ПОКР,34536DC1,tbl_11_1,11,3,3,7,8,9,1,39051.59,98f78b64a100c28daf3cb9e3e30207f87452ce18,rows:3|cols:3|cells:7|text:8|lines:9|frames:1|size:437.7x89.2,0439fb01b0416c44ae30acbcb5d5ba94216a43e2
1724_25,doc_34536dc1,ПОКР,34536DC1,tbl_16_1,16,15,13,64,6,36,1,81762.18,f48d565484ac0c835e56ad4139f0e3b7e78a1457,rows:15|cols:13|cells:64|text:6|lines:36|frames:1|size:155.9x524.5,a0ed09a716401e652ced90bc7545b854de58d960
1724_25,doc_34536dc1,ПОКР,34536DC1,tbl_19_1,19,17,6,102,153,25,1,324265.27,b01269500728e551e08c248d79cea3c41da32610,rows:17|cols:6|cells:102|text:153|lines:25|frames:1|size:452.5x716.6,e2264523b501601bfbf1bf15adfce1aa0c940ea6
1724_25,doc_34536dc1,ПОКР,34536DC1,tbl_20_1,20,15,6,90,125,23,1,283261.53,57ac50dd7a4b74f41c826a3b3321170684fa1898,rows:15|cols:6|cells:90|text:125|lines:23|frames:1|size:452.5x626.0,9a78e580028c3a65eee2b8f173d6269a8854b1f2
1724_25,doc_801fee11,ИД,801FEE11,tbl_1_1,1,2,3,2,2,7,0,9296.78,2b31a4437e93cdfa205f1fd99df15ece0d21de8d,rows:2|cols:3|cells:2|text:2|lines:7|frames:0|size:336.8x27.6,2b6346809c816faa519fa0b65122f5420979d0bd
1724_25,doc_801fee11,ИД,801FEE11,tbl_2_1,2,2,3,2,2,7,0,9296.78,2b31a4437e93cdfa205f1fd99df15ece0d21de8d,rows:2|cols:3|cells:2|text:2|lines:7|frames:0|size:336.8x27.6,2b6346809c816faa519fa0b65122f5420979d0bd
1724_25,doc_801fee11,ИД,801FEE11,tbl_3_1,3,7,3,21,10,12,1,66583.05,4d409b9ec58eb41827652ad898d0ef3867926371,rows:7|cols:3|cells:21|text:10|lines:12|frames:1|size:494.6x134.6,a516ebbd23359561449361b3ec487b6333ed61a8
1724_25,doc_801fee11,ИД,801FEE11,tbl_4_1,4,11,6,44,40,21,1,196500.32,44462779ede31506fdf1b4d0626e387e4cda8745,rows:11|cols:6|cells:44|text:40|lines:21|frames:1|size:497.2x395.2,5adf10756609caf15c11c208e512238c5505102b
1724_25,doc_801fee11,ИД,801FEE11,tbl_5_1,5,4,8,21,13,16,1,21849.72,ecb67215cd6d2b1f420a29c10b206b0b864d595e,rows:4|cols:8|cells:21|text:13|lines:16|frames:1|size:521.1x41.9,7d3594f523f0010d8dfbefb687b8b6db150987b1
1724_25,doc_801fee11,ИД,801FEE11,tbl_22_1,22,1,13,13,13,16,0,2830.59,f6cd17b67e06c5ba404010a159b0cc89ae7fa28b,rows:1|cols:13|cells:13|text:13|lines:16|frames:0|size:174.2x16.2,c2d3d7d4f8446669666cb367a22a67645da22502
1724_25,doc_801fee11,ИД,801FEE11,tbl_22_2,22,14,3,34,50,25,0,189897.49,c38254d13a52cd371f9fefc6b3db13a32c351daf,rows:14|cols:3|cells:34|text:50|lines:25|frames:0|size:495.8x383.0,68bbfd7e49d02533c4c18ba76a4643f93b26d74b
1724_25,doc_801fee11,ИД,801FEE11,tbl_23_1,23,28,3,64,89,45,0,355625.21,90aea2ec1d800ae220607a32cb6bfa92becd76ca,rows:28|cols:3|cells:64|text:89|lines:45|frames:0|size:495.8x717.3,8e8f2beb887db6437a81719b85702385e237b065
1724_25,doc_801fee11,ИД,801FEE11,tbl_24_1,24,35,3,77,93,60,0,358109.12,bfd391ba5eddef8b1d169c85be11936227eb78f1,rows:35|cols:3|cells:77|text:93|lines:60|frames:0|size:495.8x722.3,7d4323d5b44034ecb0ba12a0927e77673cb93f59
1724_25,doc_801fee11,ИД,801FEE11,tbl_25_1,25,33,3,77,93,52,0,360092.28,6fe309a7bcba79025ab1149dd8b9099969f71629,rows:33|cols:3|cells:77|text:93|lines:52|frames:0|size:495.8x726.3,7e8b718d9dbf4bb31cc792f548e53bc1586f39b7
1724_25,doc_801fee11,ИД,801FEE11,tbl_26_1,26,31,3,61,81,48,0,350176.48,567ba53bbbefff99c326218df25b1a883f005301,rows:31|cols:3|cells:61|text:81|lines:48|frames:0|size:495.8x706.3,9994eae239e7908eb8f676220cf7f4eb0ff5fc00
1724_25,doc_801fee11,ИД,801FEE11,tbl_27_1,27,32,3,64,80,51,0,352035.69,5f3091b70995947340b2269e206a1d14a8e5c0ee,rows:32|cols:3|cells:64|text:80|lines:51|frames:0|size:495.8x710.0,df1028557c36993941c04ba8e24bb677b3dcca82
1724_25,doc_801fee11,ИД,801FEE11,tbl_28_1,28,28,3,56,74,45,0,331827.29,848be6cd656314e52b66c3efd6e5938805558e93,rows:28|cols:3|cells:56|text:74|lines:45|frames:0|size:495.8x669.3,d7b44b5f3821b13dfbb83f5bd5e3c0bb963c3235
1724_25,doc_801fee11,ИД,801FEE11,tbl_29_1,29,34,3,75,83,55,0,362075.44,f8a47ea4fd37d0d120ecef4bc7bd39fe4eb0f5f2,rows:34|cols:3|cells:75|text:83|lines:55|frames:0|size:495.8x730.3,174cfbe3e5aafb6309dbed1e587cd1ac4091f010
1724_25,doc_801fee11,ИД,801FEE11,tbl_30_1,30,27,3,61,84,48,0,353766.0,e96bbe4d70c340c4e0ce28cfbca2b9e914f690d2,rows:27|cols:3|cells:61|text:84|lines:48|frames:0|size:495.8x713.5,b1376087f591d4c004894f195b90a3cf2af6cde0
1724_25,doc_801fee11,ИД,801FEE11,tbl_31_1,31,22,3,55,88,37,0,361574.69,009b8ef8a1d2fd821628cda362f8f189f7297530,rows:22|cols:3|cells:55|text:88|lines:37|frames:0|size:495.8x729.3,4fe6d1d360f7e815da9318089a2e75b3df642de8
1724_25,doc_801fee11,ИД,801FEE11,tbl_32_1,32,31,3,74,89,54,0,362075.44,d677147b930e3e95c681d0ce39c6f58d561e6e2c,rows:31|cols:3|cells:74|text:89|lines:54|frames:0|size:495.8x730.3,67e6cc5fcb7dd5ea82d26ecd0d297796bd07cc1d
1724_25,doc_801fee11,ИД,801FEE11,tbl_33_1,33,34,3,82,89,57,0,362199.38,9ebe61a36556a760da587374155505f8cab0f95c,rows:34|cols:3|cells:82|text:89|lines:57|frames:0|size:495.8x730.5,7e0f0332778de19a71dc7672ee4e0039869fe5f2
1724_25,doc_801fee11,ИД,801FEE11,tbl_34_1,34,36,3,89,93,59,0,354643.54,bc795967bb55e92b02e326ca8c11ff0da47da8a5,rows:36|cols:3|cells:89|text:93|lines:59|frames:0|size:495.8x715.3,c1fbfb70bbb48b8e20a09444ef672b563584080e
1724_25,doc_801fee11,ИД,801FEE11,tbl_35_1,35,31,3,76,89,50,0,350424.37,bcf26d11b74d4c9f0fa7f7a76f3832b582cd80c4,rows:31|cols:3|cells:76|text:89|lines:50|frames:0|size:495.8x706.8,275a7b19b3e7e9aefe0992e48d01bdc771a02dd2
1724_25,doc_801fee11,ИД,801FEE11,tbl_36_1,36,35,3,87,94,56,0,364430.44,101f16856a2c3fa995b0eac0c95f0e0cda2db812,rows:35|cols:3|cells:87|text:94|lines:56|frames:0|size:495.8x735.0,f23166c5cf48216204f50d8a2366589ea5e3115d
1724_25,doc_801fee11,ИД,801FEE11,tbl_37_1,37,25,3,61,84,42,0,349799.68,9d605fde9c0008f28916e368ef2c9e367bbb3457,rows:25|cols:3|cells:61|text:84|lines:42|frames:0|size:495.8x705.5,c050b0fabf498fd5230c4f61b54f85fa15a24507
1724_25,doc_801fee11,ИД,801FEE11,tbl_38_1,38,32,3,78,90,53,0,352283.58,4ba2fa6d13159e040ce46f2d93a18fd717417725,rows:32|cols:3|cells:78|text:90|lines:53|frames:0|size:495.8x710.5,9e22178e742788a1efc2ac629f30ff39eac85c2b
1724_25,doc_801fee11,ИД,801FEE11,tbl_39_1,39,33,3,81,91,52,0,360340.17,298dafcaf50ad1d9c4825447093d2d253119a5c0,rows:33|cols:3|cells:81|text:91|lines:52|frames:0|size:495.8x726.8,4bc72d0bd8c311496dbef4f58607103e326388dd
1724_25,doc_801fee11,ИД,801FEE11,tbl_40_1,40,32,3,78,85,51,0,334435.14,7613cfef0b6e549c84da0a50f6d04b8325503554,rows:32|cols:3|cells:78|text:85|lines:51|frames:0|size:495.8x674.5,590eb5f0e06c6702dbdd2046215e4c3d980150a0
1724_25,doc_801fee11,ИД,801FEE11,tbl_41_1,41,32,3,78,90,51,0,358357.01,425c9dfb01633d3e35cf0899aca4c1b71ce6ddf5,rows:32|cols:3|cells:78|text:90|lines:51|frames:0|size:495.8x722.8,87141887c3cc29f638c52ab6a1b57844f6c3241d
1724_25,doc_801fee11,ИД,801FEE11,tbl_42_1,42,14,3,35,37,25,0,142177.7,4caa29c4e43568d4fa40784f4a6f0cf058b32ab3,rows:14|cols:3|cells:35|text:37|lines:25|frames:0|size:495.8x286.8,ca9d0c70e6c47ad51ad238532451c88dff143210
1724_25,doc_801fee11,ИД,801FEE11,tbl_43_1,43,12,5,32,52,19,1,215322.62,048fecd3fdca043ffe522ffb99a8a9cc67cdd28a,rows:12|cols:5|cells:32|text:52|lines:19|frames:1|size:551.4x390.5,fed796bbf844f44525d4220bcfda802a57f3e45a
1724_25,doc_801fee11,ИД,801FEE11,tbl_44_1,44,10,4,24,45,19,1,275878.49,07d26e933452b15874f59953250afdcd9d793d4e,rows:10|cols:4|cells:24|text:45|lines:19|frames:1|size:551.4x500.4,b06e6e23bd6f1ae680acc3fdd12c5f930709ebda
1724_25,doc_5efb363f,ИОС5.1,5EFB363F,tbl_1_1,1,2,3,2,2,7,0,9296.78,2b31a4437e93cdfa205f1fd99df15ece0d21de8d,rows:2|cols:3|cells:2|text:2|lines:7|frames:0|size:336.8x27.6,2b6346809c816faa519fa0b65122f5420979d0bd
1724_25,doc_5efb363f,ИОС5.1,5EFB363F,tbl_2_1,2,2,3,2,2,7,0,9296.78,2b31a4437e93cdfa205f1fd99df15ece0d21de8d,rows:2|cols:3|cells:2|text:2|lines:7|frames:0|size:336.8x27.6,2b6346809c816faa519fa0b65122f5420979d0bd
1724_25,doc_5efb363f,ИОС5.1,5EFB363F,tbl_3_1,3,7,3,21,10,12,1,66583.05,4d409b9ec58eb41827652ad898d0ef3867926371,rows:7|cols:3|cells:21|text:10|lines:12|frames:1|size:494.6x134.6,207278db25270484cc118317eedd2341036cf696
1724_25,doc_5efb363f,ИОС5.1,5EFB363F,tbl_4_1,4,11,6,44,40,21,1,196500.32,44462779ede31506fdf1b4d0626e387e4cda8745,rows:11|cols:6|cells:44|text:40|lines:21|frames:1|size:497.2x395.2,5adf10756609caf15c11c208e512238c5505102b
1724_25,doc_5efb363f,ИОС5.1,5EFB363F,tbl_5_1,5,44,32,80,67,91,1,336556.86,902316b8374ac20f7ea5af742d3afae4120ccc5a,rows:44|cols:32|cells:80|text:67|lines:91|frames:1|size:479.2x702.4,5dd9b2679d3a5c9a6daf0cbdfd14a57d40395082
1724_25,doc_5efb363f,ИОС5.1,5EFB363F,tbl_6_1,6,36,32,70,61,78,1,268398.3,36386419a33d0674bcbb3e0a009c8a5812922c89,rows:36|cols:32|cells:70|text:61|lines:78|frames:1|size:479.2x560.1,438fd2b1510fa2ca6d2df346c53d515af84717f4
1724_25,doc_5efb363f,ИОС5.1,5EFB363F,tbl_7_1,7,9,11,37,17,22,1,68215.54,cf8821fc8aa8623eee15447b2daeb4379ed8a2b0,rows:9|cols:11|cells:37|text:17|lines:22|frames:1|size:479.2x142.3,6d7859abac1dd1453050523a4500753c55be1736
1724_25,doc_5efb363f,ИОС5.1,5EFB363F,tbl_11_1,11,22,1,22,16,25,0,152148.5,5eff94ed1611b1fbfd2eb1fe906078557e7e20ed,rows:22|cols:1|cells:22|text:16|lines:25|frames:0|size:470.6x323.3,85f8bf370f83f09fbdd3fbbd6622717568c0ef2b
1724_25,doc_5efb363f,ИОС5.1,5EFB363F,tbl_14_1,14,29,22,137,72,71,1,692882.36,af4ddb6a1e6623e14d433f5dfa5ae6769fd265b9,rows:29|cols:22|cells:137|text:72|lines:71|frames:1|size:647.8x1069.6,552f27a54f98c7f5bf0bb3b8ba5e8974317946bd
1724_25,doc_5efb363f,ИОС5.1,5EFB363F,tbl_14_2,14,13,11,50,19,29,1,58718.74,2c34b086075607ccfef987e3fd8a53d5f72ddd7b,rows:13|cols:11|cells:50|text:19|lines:29|frames:1|size:126.4x464.4,59cb586515499bc43b04a6081a1a8765e3220d7d
1724_25,doc_5efb363f,ИОС5.1,5EFB363F,tbl_15_1,15,6,15,19,26,28,1,79606.76,9de0515737c158bb67a23c9603bacc27f6d3c48c,rows:6|cols:15|cells:19|text:26|lines:28|frames:1|size:651.2x122.2,38c13d3ec61a752f692dbec84813f6a9a5c7c90d
1724_25,doc_5efb363f,ИОС5.1,5EFB363F,tbl_15_2,15,28,11,102,76,53,1,238067.1,3a1b562d3861d653831474dad26a649c2d6b9820,rows:28|cols:11|cells:102|text:76|lines:53|frames:1|size:261.9x909.0,08755969050313f07f8206043e274ac2d4869981
1724_25,doc_5efb363f,ИОС5.1,5EFB363F,tbl_15_3,15,14,11,50,19,28,1,59002.89,8b80464a11766799f420edb1a1cb555b64ff6f6a,rows:14|cols:11|cells:50|text:19|lines:28|frames:1|size:126.7x465.8,e7c366516ce52f9ca15692da16b3d6d4c75227ca
1724_25,doc_5efb363f,ИОС5.1,5EFB363F,tbl_16_1,16,4,8,11,8,35,1,101311.53,03db9340136706c6ca0b9e6f37a5135af139443d,rows:4|cols:8|cells:11|text:8|lines:35|frames:1|size:273.2x370.9,77badcf999fbbe6a5672addc834d559fff5f35b1
1724_25,doc_5efb363f,ИОС5.1,5EFB363F,tbl_16_2,16,16,11,50,19,31,1,57142.11,ffd2d93704aa14a4d67f8ba5749be73d845a5eec,rows:16|cols:11|cells:50|text:19|lines:31|frames:1|size:123.6x462.2,f786cebd039e89db42fa5c0f1dc5f379535545ba
1724_25,doc_5efb363f,ИОС5.1,5EFB363F,tbl_17_1,17,19,10,50,19,33,1,59158.28,a3c4fe7abe1c9cf6d0790fcba1af27c1a1e56244,rows:19|cols:10|cells:50|text:19|lines:33|frames:1|size:127.0x466.0,f80e688506e72be4e7c7855cdf5578b081a2c482
1724_25,doc_5efb363f,ИОС5.1,5EFB363F,tbl_17_2,17,4,6,16,10,14,1,30478.18,bd7718d666e8ffd4162cbc909f17d02f3605d688,rows:4|cols:6|cells:16|text:10|lines:14|frames:1|size:128.3x237.5,43dd038c60801f5f1ac10648675ebda82cf6bb73
1724_25,doc_5efb363f,ИОС5.1,5EFB363F,tbl_18_1,18,15,11,50,19,30,1,58724.45,11334f342a06ea719afbfe0f2867201b779a4b4d,rows:15|cols:11|cells:50|text:19|lines:30|frames:1|size:126.3x465.0,bb51c426a2c204d3f7f3e80e7dbd6254d883f1aa
1724_25,doc_5efb363f,ИОС5.1,5EFB363F,tbl_18_2,18,10,20,31,17,39,1,51553.01,68ef85f8fbf210b7ecc20ff602a2fdad13b8c2ba,rows:10|cols:20|cells:31|text:17|lines:39|frames:1|size:218.0x236.5,3dba80d1f42e42ad5c7126f28fa5132b0b211d16
1724_25,doc_5efb363f,ИОС5.1,5EFB363F,tbl_19_1,19,16,11,50,19,31,1,59482.98,ed9e74e88a8e681722cc4a83ff58a97cdfd9edda,rows:16|cols:11|cells:50|text:19|lines:31|frames:1|size:127.2x467.6,0dc3731276a9063c292df41cb7bf90878b39d6c5
1724_25,doc_5efb363f,ИОС5.1,5EFB363F,tbl_19_2,19,3,8,22,11,13,1,39335.97,54d043335da67b7acaca0d3e4b451d8bda18356b,rows:3|cols:8|cells:22|text:11|lines:13|frames:1|size:165.2x238.1,9ddf26abe2480205bb5cbd56cd2bd9de07a494f4
1724_25,doc_5efb363f,ИОС5.1,5EFB363F,tbl_20_1,20,16,11,50,19,31,1,58886.78,fbff8407c66364d3ff41494371e290bfe6d60423,rows:16|cols:11|cells:50|text:19|lines:31|frames:1|size:126.7x464.8,e7c29bdb54134ba972325aeedec1ba0642795efd
1724_25,doc_c8e972bf,ИОС5.4.1,C8E972BF,tbl_1_1,1,2,3,2,2,7,0,9296.78,2b31a4437e93cdfa205f1fd99df15ece0d21de8d,rows:2|cols:3|cells:2|text:2|lines:7|frames:0|size:336.8x27.6,2b6346809c816faa519fa0b65122f5420979d0bd
1724_25,doc_c8e972bf,ИОС5.4.1,C8E972BF,tbl_2_1,2,2,3,2,2,7,0,9296.78,2b31a4437e93cdfa205f1fd99df15ece0d21de8d,rows:2|cols:3|cells:2|text:2|lines:7|frames:0|size:336.8x27.6,2b6346809c816faa519fa0b65122f5420979d0bd
1724_25,doc_c8e972bf,ИОС5.4.1,C8E972BF,tbl_3_1,3,11,17,44,19,33,1,143148.58,56a56b74e9b0453756aa29325debb6af2eec75f5,rows:11|cols:17|cells:44|text:19|lines:33|frames:1|size:560.4x255.4,21c2b402ab4cf75e36b655807aebd9620675a49a
1724_25,doc_c8e972bf,ИОС5.4.1,C8E972BF,tbl_3_2,3,8,3,24,11,13,1,104145.78,d7bec5ca83962e01e9d1e6929fbb4a66bec98958,rows:8|cols:3|cells:24|text:11|lines:13|frames:1|size:507.8x205.1,8caf882cb9e42088c47425c34120dbd764484424
1724_25,doc_c8e972bf,ИОС5.4.1,C8E972BF,tbl_4_1,4,11,6,44,40,21,1,196500.32,44462779ede31506fdf1b4d0626e387e4cda8745,rows:11|cols:6|cells:44|text:40|lines:21|frames:1|size:497.2x395.2,5adf10756609caf15c11c208e512238c5505102b
1724_25,doc_c8e972bf,ИОС5.4.1,C8E972BF,tbl_5_1,5,27,12,89,100,43,1,447830.93,f90a49d05345adc3a023c203b130019d70867e31,rows:27|cols:12|cells:89|text:100|lines:43|frames:1|size:558.0x802.5,ab232aba5fe14b3559ec1acd1bceaf1132dd09c9
1724_25,doc_c8e972bf,ИОС5.4.1,C8E972BF,tbl_6_1,6,18,12,60,29,34,1,447505.17,18364200aa1ca0287ee4a61f74fac6272ef98f9c,rows:18|cols:12|cells:60|text:29|lines:34|frames:1|size:558.1x801.9,d1b5ae09d6d9bd68305a4d3015fec582a73f9a51
1724_25,doc_c8e972bf,ИОС5.4.1,C8E972BF,tbl_7_1,7,7,10,27,10,21,1,142806.09,9c70601b4fb9f2af7f2003a48dabeb60901ad9f8,rows:7|cols:10|cells:27|text:10|lines:21|frames:1|size:558.6x255.7,17c405aa9ff0decff362b2e5ffeb6a256230162e
1724_25,doc_c8e972bf,ИОС5.4.1,C8E972BF,tbl_8_1,8,7,10,27,10,21,1,142806.09,9c70601b4fb9f2af7f2003a48dabeb60901ad9f8,rows:7|cols:10|cells:27|text:10|lines:21|frames:1|size:558.6x255.7,eb8f734c94ddb6f9d00dbddf5f8b35d6c3a70b6c
1724_25,doc_c8e972bf,ИОС5.4.1,C8E972BF,tbl_9_1,9,7,10,27,10,21,1,142806.09,9c70601b4fb9f2af7f2003a48dabeb60901ad9f8,rows:7|cols:10|cells:27|text:10|lines:21|frames:1|size:558.6x255.7,564c475e5b92aa305bae463cc12b8d7de486e467
1724_25,doc_c8e972bf,ИОС5.4.1,C8E972BF,tbl_10_1,10,7,10,27,10,21,1,142806.09,9c70601b4fb9f2af7f2003a48dabeb60901ad9f8,rows:7|cols:10|cells:27|text:10|lines:21|frames:1|size:558.6x255.7,cd7717fb752b64e27c8d2b4bb2e3280b8b5d8e2a
1724_25,doc_c8e972bf,ИОС5.4.1,C8E972BF,tbl_11_1,11,7,10,27,10,21,1,142806.09,9c70601b4fb9f2af7f2003a48dabeb60901ad9f8,rows:7|cols:10|cells:27|text:10|lines:21|frames:1|size:558.6x255.7,2a840fdf6794729c73202338205eb5122f220a01
1724_25,doc_c8e972bf,ИОС5.4.1,C8E972BF,tbl_12_1,12,43,18,327,23,70,1,447796.02,f4bd39368da525a342faff4586d8a1d0d7d068c6,rows:43|cols:18|cells:327|text:23|lines:70|frames:1|size:559.9x799.9,1368905a80a18966ae92f152a735e7060da385e4
