object_id,bundle_id,section_code,crc32,table_id,page_number,row_count,column_count,cell_count,text_element_count,line_element_count,frame_element_count,bbox_area,layout_signature,layout_signature_source,content_sha1
1725_25,doc_df6a5246,ИД,DF6A5246,tbl_35_1,35,31,3,76,89,50,0,350424.37,bcf26d11b74d4c9f0fa7f7a76f3832b582cd80c4,rows:31|cols:3|cells:76|text:89|lines:50|frames:0|size:495.8x706.8,275a7b19b3e7e9aefe0992e48d01bdc771a02dd2
1725_25,doc_df6a5246,ИД,DF6A5246,tbl_36_1,36,35,3,87,94,56,0,364430.44,101f16856a2c3fa995b0eac0c95f0e0cda2db812,rows:35|cols:3|cells:87|text:94|lines:56|frames:0|size:495.8x735.0,f23166c5cf48216204f50d8a2366589ea5e3115d
1725_25,doc_df6a5246,ИД,DF6A5246,tbl_37_1,37,25,3,61,84,42,0,349799.68,9d605fde9c0008f28916e368ef2c9e367bbb3457,rows:25|cols:3|cells:61|text:84|lines:42|frames:0|size:495.8x705.5,c050b0fabf498fd5230c4f61b54f85fa15a24507
1725_25,doc_df6a5246,ИД,DF6A5246,tbl_38_1,38,32,3,78,90,53,0,352283.58,4ba2fa6d13159e040ce46f2d93a18fd717417725,rows:32|cols:3|cells:78|text:90|lines:53|frames:0|size:495.8x710.5,9e22178e742788a1efc2ac629f30ff39eac85c2b
1725_25,doc_df6a5246,ИД,DF6A5246,tbl_39_1,39,33,3,81,91,52,0,360340.17,298dafcaf50ad1d9c4825447093d2d253119a5c0,rows:33|cols:3|cells:81|text:91|lines:52|frames:0|size:495.8x726.8,4bc72d0bd8c311496dbef4f58607103e326388dd
1725_25,doc_df6a5246,ИД,DF6A5246,tbl_40_1,40,32,3,78,85,51,0,334435.14,7613cfef0b6e549c84da0a50f6d04b8325503554,rows:32|cols:3|cells:78|text:85|lines:51|frames:0|size:495.8x674.5,590eb5f0e06c6702dbdd2046215e4c3d980150a0
1725_25,doc_df6a5246,ИД,DF6A5246,tbl_41_1,41,32,3,78,90,51,0,358357.01,425c9dfb01633d3e35cf0899aca4c1b71ce6ddf5,rows:32|cols:3|cells:78|text:90|lines:51|frames:0|size:495.8x722.8,87141887c3cc29f638c52ab6a1b57844f6c3241d
1725_25,doc_df6a5246,ИД,DF6A5246,tbl_42_1,42,14,3,35,37,25,0,142177.7,4caa29c4e43568d4fa40784f4a6f0cf058b32ab3,rows:14|cols:3|cells:35|text:37|lines:25|frames:0|size:495.8x286.8,ca9d0c70e6c47ad51ad238532451c88dff143210
1725_25,doc_df6a5246,ИД,DF6A5246,tbl_43_1,43,12,5,32,52,19,1,215322.62,048fecd3fdca043ffe522ffb99a8a9cc67cdd28a,rows:12|cols:5|cells:32|text:52|lines:19|frames:1|size:551.4x390.5,fed796bbf844f44525d4220bcfda802a57f3e45a
1725_25,doc_df6a5246,ИД,DF6A5246,tbl_44_1,44,10,4,24,45,19,1,275878.49,07d26e933452b15874f59953250afdcd9d793d4e,rows:10|cols:4|cells:24|text:45|lines:19|frames:1|size:551.4x500.4,b06e6e23bd6f1ae680acc3fdd12c5f930709ebda
1725_25,doc_726dfa3d,ИОС5.1,726DFA3D,tbl_1_1,1,2,3,2,2,7,0,9296.78,2b31a4437e93cdfa205f1fd99df15ece0d21de8d,rows:2|cols:3|cells:2|text:2|lines:7|frames:0|size:336.8x27.6,2b6346809c816faa519fa0b65122f5420979d0bd
1725_25,doc_726dfa3d,ИОС5.1,726DFA3D,tbl_2_1,2,2,3,2,2,7,0,9296.78,2b31a4437e93cdfa205f1fd99df15ece0d21de8d,rows:2|cols:3|cells:2|text:2|lines:7|frames:0|size:336.8x27.6,2b6346809c816faa519fa0b65122f5420979d0bd
1725_25,doc_726dfa3d,ИОС5.1,726DFA3D,tbl_3_1,3,7,3,21,10,12,1,66583.05,4d409b9ec58eb41827652ad898d0ef3867926371,rows:7|cols:3|cells:21|text:10|lines:12|frames:1|size:494.6x134.6,207278db25270484cc118317eedd2341036cf696
1725_25,doc_726dfa3d,ИОС5.1,726DFA3D,tbl_4_1,4,11,6,44,40,21,1,196500.32,44462779ede31506fdf1b4d0626e387e4cda8745,rows:11|cols:6|cells:44|text:40|lines:21|frames:1|size:497.2x395.2,5adf10756609caf15c11c208e512238c5505102b
1725_25,doc_726dfa3d,ИОС5.1,726DFA3D,tbl_5_1,5,44,32,80,67,91,1,336556.86,902316b8374ac20f7ea5af742d3afae4120ccc5a,rows:44|cols:32|cells:80|text:67|lines:91|frames:1|size:479.2x702.4,5dd9b2679d3a5c9a6daf0cbdfd14a57d40395082
1725_25,doc_726dfa3d,ИОС5.1,726DFA3D,tbl_6_1,6,36,32,70,61,78,1,268398.3,36386419a33d0674bcbb3e0a009c8a5812922c89,rows:36|cols:32|cells:70|text:61|lines:78|frames:1|size:479.2x560.1,438fd2b1510fa2ca6d2df346c53d515af84717f4
1725_25,doc_726dfa3d,ИОС5.1,726DFA3D,tbl_7_1,7,9,11,37,17,22,1,68215.54,cf8821fc8aa8623eee15447b2daeb4379ed8a2b0,rows:9|cols:11|cells:37|text:17|lines:22|frames:1|size:479.2x142.3,6d7859abac1dd1453050523a4500753c55be1736
1725_25,doc_726dfa3d,ИОС5.1,726DFA3D,tbl_11_1,11,22,1,22,16,25,0,152148.5,5eff94ed1611b1fbfd2eb1fe906078557e7e20ed,rows:22|cols:1|cells:22|text:16|lines:25|frames:0|size:470.6x323.3,85f8bf370f83f09fbdd3fbbd6622717568c0ef2b
1725_25,doc_726dfa3d,ИОС5.1,726DFA3D,tbl_14_1,14,46,33,197,92,100,1,877975.65,c9d4c851c0f836f65802fa4435ece94bc1003a30,rows:46|cols:33|cells:197|text:92|lines:100|frames:1|size:794.2x1105.5,98a212b90229de3eab88ef8a0a727e2675a2a27b
1725_25,doc_726dfa3d,ИОС5.1,726DFA3D,tbl_15_1,15,3,11,15,26,18,1,61713.91,6a2b40577fb5b107044111889c610f2d05c6288f,rows:3|cols:11|cells:15|text:26|lines:18|frames:1|size:654.7x94.3,364cb8f64c2fffb440415c679444bc7bda441768
1725_25,doc_726dfa3d,ИОС5.1,726DFA3D,tbl_15_2,15,34,24,129,64,65,1,374581.39,b91d7ff185574e2ec92f587d0d61a9609d63b559,rows:34|cols:24|cells:129|text:64|lines:65|frames:1|size:406.2x922.2,0da4a097e4032df179d27a850bfcef3074d46762
1725_25,doc_726dfa3d,ИОС5.1,726DFA3D,tbl_16_1,16,4,8,11,8,37,1,103525.82,d321e78dc102a6aa1de1a223d72758eeb4e0ba4e,rows:4|cols:8|cells:11|text:8|lines:37|frames:1|size:275.8x375.4,c96f58b8c0bac63e2b5ce8015fe2e8e26408aec2
1725_25,doc_726dfa3d,ИОС5.1,726DFA3D,tbl_16_2,16,16,11,50,18,31,1,59673.84,aea47eb02dd728ccc54e999d688a57152c447470,rows:16|cols:11|cells:50|text:18|lines:31|frames:1|size:127.6x467.7,9bcee110535d4d01d6352f4d751a05db0488c040
1725_25,doc_726dfa3d,ИОС5.1,726DFA3D,tbl_17_1,17,13,10,50,18,27,1,59734.64,7dbc537f120da5cbc72fffab3baba6d228b4a53a,rows:13|cols:10|cells:50|text:18|lines:27|frames:1|size:127.7x467.7,3b347dbf0c32065db4d696fa4be860ccc74eb22a
1725_25,doc_726dfa3d,ИОС5.1,726DFA3D,tbl_17_2,17,6,7,16,10,18,1,30700.38,3f43e2c1492ac475e9149522a233e32ad97dd021,rows:6|cols:7|cells:16|text:10|lines:18|frames:1|size:128.8x238.3,320f61af9765e5930d5af1bf1c5da2b436f60799
1725_25,doc_726dfa3d,ИОС5.1,726DFA3D,tbl_18_1,18,16,11,50,18,31,1,59810.36,352cdcb5634d2932c8dd3047397b40ac8ef3e7c5,rows:16|cols:11|cells:50|text:18|lines:31|frames:1|size:127.6x468.8,ad5da2ada8cdd5bde315820e9de7575eaa69eb35
1725_25,doc_726dfa3d,ИОС5.1,726DFA3D,tbl_18_2,18,10,20,31,17,39,1,52395.92,7a4319a7cc86ac1441bf55fab6078929751d3cc4,rows:10|cols:20|cells:31|text:17|lines:39|frames:1|size:219.8x238.4,3dba80d1f42e42ad5c7126f28fa5132b0b211d16
1725_25,doc_726dfa3d,ИОС5.1,726DFA3D,tbl_19_1,19,16,11,50,18,31,1,59709.57,514d5bcbdcbc6344e7e6f60355736dcf89ff7c21,rows:16|cols:11|cells:50|text:18|lines:31|frames:1|size:127.6x468.0,bdff8d21d04d971f5e92766022555463402d07ee
1725_25,doc_726dfa3d,ИОС5.1,726DFA3D,tbl_19_2,19,3,8,22,11,13,1,39418.52,ae332ca161be3a21dcb09c4a8d111047333d57c8,rows:3|cols:8|cells:22|text:11|lines:13|frames:1|size:165.4x238.4,d049ff8d056c6732f103a3e6e7ade0c27c77631c
1725_25,doc_726dfa3d,ИОС5.1,726DFA3D,tbl_20_1,20,14,11,50,18,28,1,59649.59,b338e07a13132b248730241885d7855848d1227a,rows:14|cols:11|cells:50|text:18|lines:28|frames:1|size:127.6x467.4,948257f65b2cfd2568bfd8055a1453be87c04217
1725_25,doc_726dfa3d,ИОС5.1,726DFA3D,tbl_21_1,21,20,13,50,18,42,1,59439.99,0333f2aa71b01b2263f7522534cfe27222e832e2,rows:20|cols:13|cells:50|text:18|lines:42|frames:1|size:127.1x467.7,2d0aba1dc51a9d17d17614501892cd2c6cf29e68
1725_25,doc_726dfa3d,ИОС5.1,726DFA3D,tbl_22_1,22,15,11,50,18,30,1,59687.87,86d0e4e8e8d56e2b8b0137d0e99c62e90a9d5db4,rows:15|cols:11|cells:50|text:18|lines:30|frames:1|size:127.6x467.7,9a4180b9b6ce6c7353ec85b10fd63a4859a98db4
1725_25,doc_10be5f2b,ИОС5.4.1,10BE5F2B,tbl_1_1,1,2,3,2,2,7,0,9296.78,2b31a4437e93cdfa205f1fd99df15ece0d21de8d,rows:2|cols:3|cells:2|text:2|lines:7|frames:0|size:336.8x27.6,2b6346809c816faa519fa0b65122f5420979d0bd
1725_25,doc_10be5f2b,ИОС5.4.1,10BE5F2B,tbl_2_1,2,2,3,2,2,7,0,9296.78,2b31a4437e93cdfa205f1fd99df15ece0d21de8d,rows:2|cols:3|cells:2|text:2|lines:7|frames:0|size:336.8x27.6,2b6346809c816faa519fa0b65122f5420979d0bd
1725_25,doc_10be5f2b,ИОС5.4.1,10BE5F2B,tbl_3_1,3,11,17,44,19,33,1,143148.58,56a56b74e9b0453756aa29325debb6af2eec75f5,rows:11|cols:17|cells:44|text:19|lines:33|frames:1|size:560.4x255.4,21c2b402ab4cf75e36b655807aebd9620675a49a
1725_25,doc_10be5f2b,ИОС5.4.1,10BE5F2B,tbl_3_2,3,8,3,24,11,13,1,104145.78,d7bec5ca83962e01e9d1e6929fbb4a66bec98958,rows:8|cols:3|cells:24|text:11|lines:13|frames:1|size:507.8x205.1,8caf882cb9e42088c47425c34120dbd764484424
1725_25,doc_10be5f2b,ИОС5.4.1,10BE5F2B,tbl_4_1,4,11,6,44,40,21,1,196500.32,44462779ede31506fdf1b4d0626e387e4cda8745,rows:11|cols:6|cells:44|text:40|lines:21|frames:1|size:497.2x395.2,5adf10756609caf15c11c208e512238c5505102b
1725_25,doc_10be5f2b,ИОС5.4.1,10BE5F2B,tbl_5_1,5,27,12,89,100,43,1,447830.93,f90a49d05345adc3a023c203b130019d70867e31,rows:27|cols:12|cells:89|text:100|lines:43|frames:1|size:558.0x802.5,ab232aba5fe14b3559ec1acd1bceaf1132dd09c9
1725_25,doc_10be5f2b,ИОС5.4.1,10BE5F2B,tbl_6_1,6,18,12,60,29,34,1,447505.17,18364200aa1ca0287ee4a61f74fac6272ef98f9c,rows:18|cols:12|cells:60|text:29|lines:34|frames:1|size:558.1x801.9,d1b5ae09d6d9bd68305a4d3015fec582a73f9a51
1725_25,doc_10be5f2b,ИОС5.4.1,10BE5F2B,tbl_7_1,7,7,10,27,10,21,1,142739.87,062f67be4d5d331dc00e8421fd37e9f35f560e37,rows:7|cols:10|cells:27|text:10|lines:21|frames:1|size:558.8x255.4,eb8f734c94ddb6f9d00dbddf5f8b35d6c3a70b6c
1725_25,doc_10be5f2b,ИОС5.4.1,10BE5F2B,tbl_8_1,8,7,10,27,10,21,1,142739.87,062f67be4d5d331dc00e8421fd37e9f35f560e37,rows:7|cols:10|cells:27|text:10|lines:21|frames:1|size:558.8x255.4,564c475e5b92aa305bae463cc12b8d7de486e467
1725_25,doc_10be5f2b,ИОС5.4.1,10BE5F2B,tbl_9_1,9,7,10,27,10,21,1,142739.87,062f67be4d5d331dc00e8421fd37e9f35f560e37,rows:7|cols:10|cells:27|text:10|lines:21|frames:1|size:558.8x255.4,cd7717fb752b64e27c8d2b4bb2e3280b8b5d8e2a
1725_25,doc_10be5f2b,ИОС5.4.1,10BE5F2B,tbl_10_1,10,7,10,27,10,21,1,142739.87,062f67be4d5d331dc00e8421fd37e9f35f560e37,rows:7|cols:10|cells:27|text:10|lines:21|frames:1|size:558.8x255.4,2a840fdf6794729c73202338205eb5122f220a01
1725_25,doc_10be5f2b,ИОС5.4.1,10BE5F2B,tbl_11_1,11,7,10,27,10,21,1,142739.87,062f67be4d5d331dc00e8421fd37e9f35f560e37,rows:7|cols:10|cells:27|text:10|lines:21|frames:1|size:558.8x255.4,0c4683d90210059a22a99d1c1af01b40f37147eb
1725_25,doc_10be5f2b,ИОС5.4.1,10BE5F2B,tbl_12_1,12,45,18,327,23,90,1,449436.03,92b6b46bc05466d8643cba13e3e70242eab81da8,rows:45|cols:18|cells:327|text:23|lines:90|frames:1|size:560.0x802.5,7466aee296845c9b5aff62d884d5427b9eb7728d
1725_25,doc_10be5f2b,ИОС5.4.1,10BE5F2B,tbl_13_1,13,41,12,54,15,66,1,60129.61,c66e1ed9364f2034bd33dcd971364a4c24610ef5,rows:41|cols:12|cells:54|text:15|lines:66|frames:1|size:133.9x449.0,1701fd1969a1abf92d4dfebbf72c380ec3511a73
1725_25,doc_10be5f2b,ИОС5.4.1,10BE5F2B,tbl_13_2,13,30,13,11,12,139,1,127652.48,fc54809909282e969001561bce8ecea3ab0fd5cc,rows:30|cols:13|cells:11|text:12|lines:139|frames:1|size:145.4x877.9,1d6f92b71b5b8799ff9e545e622618291172f0c6
1725_25,doc_10be5f2b,ИОС5.4.1,10BE5F2B,tbl_14_1,14,62,16,59,14,104,1,64659.93,9f5d0e99223ae1c4a52a88f708ab6bd1bbe2882c,rows:62|cols:16|cells:59|text:14|lines:104|frames:1|size:138.7x466.3,7d4bb487820fb6d78e8a39c161f8ed81be8aad3e
1725_25,doc_10be5f2b,ИОС5.4.1,10BE5F2B,tbl_15_1,15,61,15,62,14,103,1,60037.89,4f85e72345a14d1e3b2f8d051f53e59269b1a27a,rows:61|cols:15|cells:62|text:14|lines:103|frames:1|size:133.6x449.5,de5a17ad6fd8899ab2222287bf33bca358067efd
1725_25,doc_3555e5a4,ИОС5.5.1,3555E5A4,tbl_1_1,1,2,3,2,2,7,0,9296.78,2b31a4437e93cdfa205f1fd99df15ece0d21de8d,rows:2|cols:3|cells:2|text:2|lines:7|frames:0|size:336.8x27.6,2b6346809c816faa519fa0b65122f5420979d0bd
1725_25,doc_3555e5a4,ИОС5.5.1,3555E5A4,tbl_2_1,2,2,3,2,2,7,0,9296.78,2b31a4437e93cdfa205f1fd99df15ece0d21de8d,rows:2|cols:3|cells:2|text:2|lines:7|frames:0|size:336.8x27.6,2b6346809c816faa519fa0b65122f5420979d0bd
1725_25,doc_3555e5a4,ИОС5.5.1,3555E5A4,tbl_3_1,3,7,3,21,10,12,1,66583.05,4d409b9ec58eb41827652ad898d0ef3867926371,rows:7|cols:3|cells:21|text:10|lines:12|frames:1|size:494.6x134.6,5b92a90924916861d3ceafaf2012c641e40cbb9b
1725_25,doc_3555e5a4,ИОС5.5.1,3555E5A4,tbl_4_1,4,11,6,44,40,21,1,196500.32,44462779ede31506fdf1b4d0626e387e4cda8745,rows:11|cols:6|cells:44|text:40|lines:21|frames:1|size:497.2x395.2,5adf10756609caf15c11c208e512238c5505102b
1725_25,doc_3555e5a4,ИОС5.5.1,3555E5A4,tbl_5_1,5,52,14,143,83,78,1,447642.8,148440e540dbacf46479a99f8d017967f0b4d75b,rows:52|cols:14|cells:143|text:83|lines:78|frames:1|size:557.7x802.6,5e04dd2db03a2c5a1264202dfda096aa57ce063a
1725_25,doc_3555e5a4,ИОС5.5.1,3555E5A4,tbl_6_1,6,13,16,63,13,31,1,98260.65,26d16a4b3291359d19a9eaeff5f3a70c4be82c20,rows:13|cols:16|cells:63|text:13|lines:31|frames:1|size:479.2x205.1,7dcd6aee89b44ef20dfd251d17341b045fef7fbf
1725_25,doc_3555e5a4,ИОС5.5.1,3555E5A4,tbl_7_1,7,5,3,7,18,10,1,143205.44,fa4efda0281ec92678a9097f957a3fb0b4cfb7c8,rows:5|cols:3|cells:7|text:18|lines:10|frames:1|size:558.5x256.4,018c806b840994505149ceaefccaf47cd9f2e9aa
1725_25,doc_3555e5a4,ИОС5.5.1,3555E5A4,tbl_8_1,8,7,10,27,12,21,1,142730.73,3e6bd9c82949a9adf61bc29397b480503d92fd9e,rows:7|cols:10|cells:27|text:12|lines:21|frames:1|size:558.5x255.6,f8b50922d7d3907364845eebd34c86bfbb3c2939
1725_25,doc_3555e5a4,ИОС5.5.1,3555E5A4,tbl_9_1,9,7,10,27,12,21,1,142730.73,3e6bd9c82949a9adf61bc29397b480503d92fd9e,rows:7|cols:10|cells:27|text:12|lines:21|frames:1|size:558.5x255.6,0dc5c4c33142008a887f364a5ef5b2ec3254851b
1725_25,doc_3555e5a4,ИОС5.5.1,3555E5A4,tbl_10_1,10,14,4,21,9,22,1,21655.98,f6299374e66fa8c303bd2ca2ac8269abb5d2fc86,rows:14|cols:4|cells:21|text:9|lines:22|frames:1|size:42.0x516.1,8aee7db298d7a92ce8e306f88d7fb75edf63480e
1725_25,doc_3555e5a4,ИОС5.5.1,3555E5A4,tbl_11_1,11,32,22,141,72,71,1,721650.84,640fa2ca9b3e0a44bc0323e126bee6d055b9bded,rows:32|cols:22|cells:141|text:72|lines:71|frames:1|size:652.4x1106.1,cc4846e9279e7437ea833c96f97f8d362575175a
1725_25,doc_3555e5a4,ИОС5.5.1,3555E5A4,tbl_11_2,11,14,11,50,18,29,1,59564.56,d3cb1e26d4d022cfbde56c7f4287b0b72868d7bf,rows:14|cols:11|cells:50|text:18|lines:29|frames:1|size:127.3x467.8,40b6eefb3f324727b30db90f521d049548c42496
1725_25,doc_3555e5a4,ИОС5.5.1,3555E5A4,tbl_12_1,12,6,15,19,26,28,1,80523.18,602b8e65b0539ca023ee50dfa4dd978297505cc6,rows:6|cols:15|cells:19|text:26|lines:28|frames:1|size:654.7x123.0,38c13d3ec61a752f692dbec84813f6a9a5c7c90d
1725_25,doc_3555e5a4,ИОС5.5.1,3555E5A4,tbl_12_2,12,28,12,102,76,54,1,240632.65,d11608dc2bd9a1713afd96aae030e3c4cd22ef7b,rows:28|cols:12|cells:102|text:76|lines:54|frames:1|size:263.3x914.0,6451f71b2ac054add340d889ba60346d0e3e18d5
1725_25,doc_3555e5a4,ИОС5.5.1,3555E5A4,tbl_12_3,12,14,11,50,18,28,1,59643.1,ad7a2000e6ca12220dc165616c38acb119748b4b,rows:14|cols:11|cells:50|text:18|lines:28|frames:1|size:127.3x468.3,d508f95ecf99f0c1ebc6bdc407e03f629d3fe2ef
1725_25,doc_3555e5a4,ИОС5.5.1,3555E5A4,tbl_13_1,13,1,4,2,2,61,1,768.4,f0deeb54827fc0a480c575fc66825c12a7cd064e,rows:1|cols:4|cells:2|text:2|lines:61|frames:1|size:27.7x27.7,fb94e3f32b4959b2b7713818f5dc6aa12ffc0e3b
1725_25,doc_3555e5a4,ИОС5.5.1,3555E5A4,tbl_13_2,13,5,5,7,5,61,1,6992.7,d957e43c3c48216a9295e6966d9aac61bf0e5d23,rows:5|cols:5|cells:7|text:5|lines:61|frames:1|size:118.4x59.0,372faf67d89656433859ec51a420aad8f5ff3876
1725_25,doc_3555e5a4,ИОС5.5.1,3555E5A4,tbl_13_3,13,13,4,21,9,21,0,21394.34,46baddb5ae761d37afe54ef6ba60c96d99bf961a,rows:13|cols:4|cells:21|text:9|lines:21|frames:0|size:41.7x513.3,d2deddfafe87282ddefa9e965f4d227225cbfa8a
1725_25,doc_3555e5a4,ИОС5.5.1,3555E5A4,tbl_14_1,14,5,5,8,2,36,1,16147.66,b79270dfdc10130a79ebcf84e40679cf94553947,rows:5|cols:5|cells:8|text:2|lines:36|frames:1|size:131.4x122.9,0d950140399223f0364055154fe1167a22bc17ac
1725_25,doc_3555e5a4,ИОС5.5.1,3555E5A4,tbl_14_2,14,13,4,21,8,20,1,22282.71,cc3ecd74d91ebabceb2f33ba7d1e615c0dd4857b,rows:13|cols:4|cells:21|text:8|lines:20|frames:1|size:42.6x523.6,fafd5e2999f77392d408a4957f86016f21977f4f
1725_25,doc_3555e5a4,ИОС5.5.1,3555E5A4,tbl_15_1,15,14,10,50,17,28,1,58724.8,af104f46c332acf7f5a5cb600ec7f963c76cf0a6,rows:14|cols:10|cells:50|text:17|lines:28|frames:1|size:125.9x466.4,65a6ae3ba5e9605ea95add2a7dac29e0a2625722
1725_25,doc_3555e5a4,ИОС5.5.1,3555E5A4,tbl_16_1,16,16,10,45,12,33,1,23064.18,af7a1fd026084e3082eaaa2bcd4b9b7c4a400b4f,rows:16|cols:10|cells:45|text:12|lines:33|frames:1|size:126.2x182.7,e74776110f3c689bfd5926b5241308a9aba8db95
1725_25,doc_3555e5a4,ИОС5.5.1,3555E5A4,tbl_17_1,17,16,11,50,18,32,1,59584.98,3fab4c1be36ed598403ef3ed5f8227ee5f2b46cf,rows:16|cols:11|cells:50|text:18|lines:32|frames:1|size:127.4x467.7,678e310a42da89157c7b33cdd515766235271603
1725_25,doc_3555e5a4,ИОС5.5.1,3555E5A4,tbl_18_1,18,16,11,50,18,31,1,59256.54,3ca986fe57a87268cc2e08f43ac5ddf361dfa710,rows:16|cols:11|cells:50|text:18|lines:31|frames:1|size:127.0x466.4,b80ba4f300fadbd1dc57911cf045f55df44557c9
1725_25,doc_c985f0bc,СМ,C985F0BC,tbl_1_1,1,2,3,2,2,7,0,9296.78,2b31a4437e93cdfa205f1fd99df15ece0d21de8d,rows:2|cols:3|cells:2|text:2|lines:7|frames:0|size:336.8x27.6,2b6346809c816faa519fa0b65122f5420979d0bd
1725_25,doc_c985f0bc,СМ,C985F0BC,tbl_2_1,2,2,3,2,2,7,0,9296.78,2b31a4437e93cdfa205f1fd99df15ece0d21de8d,rows:2|cols:3|cells:2|text:2|lines:7|frames:0|size:336.8x27.6,2b6346809c816faa519fa0b65122f5420979d0bd
1725_25,doc_c985f0bc,СМ,C985F0BC,tbl_3_1,3,11,6,44,40,21,1,196500.32,44462779ede31506fdf1b4d0626e387e4cda8745,rows:11|cols:6|cells:44|text:40|lines:21|frames:1|size:497.2x395.2,5adf10756609caf15c11c208e512238c5505102b
1725_25,doc_c985f0bc,СМ,C985F0BC,tbl_4_1,4,6,3,18,24,11,1,93298.54,c38fea00ebdfa3dbd135c223c3d6713e58d1c84e,rows:6|cols:3|cells:18|text:24|lines:11|frames:1|size:497.4x187.6,9f00df7de5997f0ad8e212906bf73e2d8d2b2b89
1725_25,doc_c985f0bc,СМ,C985F0BC,tbl_5_1,5,4,8,20,8,15,1,20640.66,8937ba27e274027df4724d4bbf61822fe95d12d3,rows:4|cols:8|cells:20|text:8|lines:15|frames:1|size:486.1x42.5,2a2443ca02bcfe99779cfa79c4be13dc47197a2f
1725_25,doc_c985f0bc,СМ,C985F0BC,tbl_5_2,5,7,7,8,7,19,0,42281.4,74a12398dd3d4b8252e8a49c5e0a0bdf72a3c050,rows:7|cols:7|cells:8|text:7|lines:19|frames:0|size:438.2x96.5,decd1e683da211ff262da6b8979970869d2f1d3b
1725_25,doc_c985f0bc,СМ,C985F0BC,tbl_6_1,6,4,8,20,8,15,1,20640.66,8937ba27e274027df4724d4bbf61822fe95d12d3,rows:4|cols:8|cells:20|text:8|lines:15|frames:1|size:486.1x42.5,2a2443ca02bcfe99779cfa79c4be13dc47197a2f
1725_25,doc_c985f0bc,СМ,C985F0BC,tbl_7_1,7,4,8,20,8,15,1,20640.66,8937ba27e274027df4724d4bbf61822fe95d12d3,rows:4|cols:8|cells:20|text:8|lines:15|frames:1|size:486.1x42.5,c902616788a4a9f6c35ae5b6cddebc09555fbe8d
1725_25,doc_c985f0bc,СМ,C985F0BC,tbl_8_1,8,49,9,288,257,158,1,308041.16,b90dc22546f106b4de74d46be0787b937971d631,rows:49|cols:9|cells:288|text:257|lines:158|frames:1|size:528.3x583.1,fe25682f3e96209b7c05635c4be574d0a8246a13
1725_25,doc_c985f0bc,СМ,C985F0BC,tbl_9_1,9,3,12,26,36,17,1,30258.78,da0d66244e6f3d4c2a35a6875e9ce93b55d1a1d9,rows:3|cols:12|cells:26|text:36|lines:17|frames:1|size:550.6x55.0,ceb20aae4bd32e0c1a6aa1fe20edb7e5841bb489
1725_25,doc_c985f0bc,СМ,C985F0BC,tbl_28_1,28,12,5,32,52,19,1,215322.62,048fecd3fdca043ffe522ffb99a8a9cc67cdd28a,rows:12|cols:5|cells:32|text:52|lines:19|frames:1|size:551.4x390.5,fed796bbf844f44525d4220bcfda802a57f3e45a
1725_25,doc_c985f0bc,СМ,C985F0BC,tbl_29_1,29,10,4,24,45,19,1,275878.49,07d26e933452b15874f59953250afdcd9d793d4e,rows:10|cols:4|cells:24|text:45|lines:19|frames:1|size:551.4x500.4,b06e6e23bd6f1ae680acc3fdd12c5f930709ebda
